title|introtext|created|modified
1-8-12 The Who, Where, Why of Evangelism|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0108-Various.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0108-Various.mp3" target="_blank">Download</a><br />Title: The Who, Where, Why of Evangelism<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: Various<br />Preached by: Pastor Ken Davis<br /></span>|2012-01-08 06:00:00|2012-01-08 23:00:09
1-15-12 What Is The Gospel?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0115-Various.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0115-Various.mp3">Download</a><br />Title: What Is The Gospel?<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: Various<br />Preached by: Pastor Ken Davis<br /></span>|2012-01-15 06:00:00|2012-01-15 21:54:49
1-22-12 Always Be Prepared|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0122-Various.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0122-Various.mp3" target="_blank">Download</a><br />Title: Always Be Prepared<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: Various<br />Preached by: Pastor Ken Davis<br /></span>|2012-01-22 06:00:00|2012-01-22 23:06:14
1/29/12 So What's Your Story?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0129-John4.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0129-John4.mp3" target="_blank">Download</a><br />Title: So What's Your Story?<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: John 4<br />Preached by: Pastor Ken Davis<br /></span>|2012-01-29 06:00:00|2012-01-30 00:24:37
2/5/12 The End Will Come|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0205-Matt24.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0205-Matt24.mp3" target="_blank">Download</a><br />Title: The End Will Come<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: Matt 24<br />Preached by: Pastor Ken Davis<br /></span>|2012-02-05 06:00:00|2012-02-05 22:29:55
2/12/12 Be Ready|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0212-Matt24.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0212-Matt24.mp3" target="_blank">Download</a><br />Title: Be Ready<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: Matt 24<br />Preached by: Pastor Ken Davis<br /></span>|2012-02-12 06:00:00|2012-02-12 23:55:15
2/19/12 Have This Letter Read|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0219-1Thess.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0219-1Thess.mp3">Download</a><br />Title: Have This Letter Read<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1Thessalonians<br />Preached by: Pastor Ken Davis<br /></span>|2012-02-19 06:00:00|2012-02-19 23:51:27
2/26/12 Stay Awake!|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0226-Matt25.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0226-Matt25.mp3">Download</a><br />Title: Stay Awake!<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: Matthew 25<br />Preached by: Pastor Ken Davis<br /></span>|2012-02-26 06:00:00|2012-02-27 01:35:58
3/4/12 What Will You Do|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0304-Matt25.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0304-Matt25.mp3">Download</a><br />Title: What Will You Do With What God Has Given You<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: Matthew 25<br />Preached by: Pastor Ken Davis<br /></span>|2012-03-04 06:00:00|2012-03-05 00:33:17
3/11/12 What Will You Do - Part II|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0311-Matt25.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0311-Matt25.mp3">Download</a><br />Title: What Will You Do With What God Has Given You - Part II<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: Matthew 25<br />Preached by: Pastor Ken Davis<br /></span>|2012-03-11 06:00:00|2012-03-11 21:24:05
3/18/12 The Bad the Good and the Ugly|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0318-Matt26.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0318-Matt26.mp3" target="_blank">Download</a><br />Title:  The Bad the Good and the Ugly<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: Matthew 26<br />Preached by: Pastor Ken Davis<br /></span>|2012-03-18 06:00:00|2012-03-19 01:17:35
3/25/12 The Passover Lamb|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0325-Matt26.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0325-Matt26.mp3">Download</a><br />Title:  The Passover Lamb<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: Matthew 26<br />Preached by: Pastor Ken Davis<br /></span>|2012-03-25 06:00:00|2012-03-25 22:34:56
4/1/12 Thy Will Be Done|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0401-Matt26.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0401-Matt26.mp3">Download</a><br />Title:  Thy Will Be Done<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: Matthew 26<br />Preached by: Pastor Ken Davis<br /></span>|2012-04-01 06:00:00|2012-04-01 22:12:09
4/8/12 The Great Exchange|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0408-Matt27.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0408-Matt27.mp3">Download</a><br />Title:  The Great Exchange<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: Matthew 27<br />Preached by: Pastor Ken Davis<br /></span>|2012-04-08 06:00:00|2012-04-10 00:04:22
4/15/12 Go|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0415-Matt28.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0415-Matt28.mp3" target="_blank">Download</a><br />Title:  Go<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: Matthew 28<br />Preached by: Pastor Ken Davis<br /></span>|2012-04-15 06:00:00|2012-04-22 21:04:22
4/22/12 Intro to the Corinthian Church|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0422-1Cor1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0422-1Cor1.mp3">Download</a><br />Title:  Intro to the Corinthian Church<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 1<br />Preached by: Pastor Ken Davis<br /></span>|2012-04-22 06:00:00|2012-04-22 21:02:00
4/29/12 Intro to the Corinthian Church - Part II|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0429-1Cor1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0429-1Cor1.mp3">Download</a><br />Title:  Intro to the Corinthian Church - Part II<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 1<br />Preached by: Pastor Ken Davis<br /></span>|2012-04-29 06:00:00|2012-04-30 00:06:42
5/6/12 The Unity of The Spirit|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0506-1Cor1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0506-1Cor1.mp3">Download</a><br />Title: The Unity of The Spirit<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 1<br />Preached by: Pastor Ken Davis<br /></span>|2012-05-06 06:00:00|2012-05-06 21:17:03
5/13/12 Not Many Wise|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0513-1Cor1.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0513-1Cor1.mp3" target="_blank">Download</a><br />Title: Not Many Wise<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 1<br />Preached by: Pastor Ken Davis<br /></span>|2012-05-13 06:00:00|2012-05-13 23:23:35
5/20/12 The Foolishness of The Cross|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0520-1Cor1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0520-1Cor1.mp3">Download</a><br />Title: The Foolishness of The Cross<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 1<br />Preached by: Pastor Ken Davis<br /></span>|2012-05-20 06:00:00|2012-05-20 20:32:57
5/27/12 Another Comforter|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0527-1Cor2.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0527-1Cor2.mp3" target="_blank">Download</a><br />Title: Another Comforter: Hello Holy Spirit<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 2<br />Preached by: Pastor Ken Davis<br /></span>|2012-05-27 06:00:00|2012-05-28 00:51:03
6/3/12 Carnality|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0603-1Cor3.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0603-1Cor3.mp3">Download</a><br />Title: Carnality<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 3<br />Preached by: Pastor Ken Davis<br /></span>|2012-06-03 06:00:00|2012-06-10 21:18:56
6/10/12 Three Kinds of People|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0610-1Cor3.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0610-1Cor3.mp3">Download</a><br />Title: Three Kinds of People<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 2:9 - 3:7<br />Preached by: Pastor Ken Davis<br /></span>|2012-06-10 06:00:00|2012-06-10 22:53:11
6/17/12 You Are God's Field|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0617-1Cor3.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0617-1Cor3.mp3">Download</a><br />Title: You Are God's Field<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 3<br />Preached by: Pastor Ken Davis<br /></span>|2012-06-17 06:00:00|2012-06-24 21:36:34
6/24/12 You Are God's Building|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0624-1Cor3.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0624-1Cor3.mp3">Download</a><br />Title: You Are God's Building<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 3<br />Preached by: Pastor Ken Davis<br /></span>|2012-06-24 06:00:00|2012-06-24 21:38:49
7/1/12 Be A Faithful Steward|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0701-1Cor4.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0701-1Cor4.mp3">Download</a><br />Title: Be A Faithful Steward<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 4<br />Preached by: Pastor Ken Davis<br /></span>|2012-07-01 06:00:00|2012-07-01 19:21:22
7/8/12 Wanna Hear a Secret?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0708-1Cor4.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0708-1Cor4.mp3">Download</a><br />Title: Wanna Hear a Secret?<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 4<br />Preached by: Pastor Ken Davis<br /></span>|2012-07-08 06:00:00|2012-07-08 19:25:46
7/15/12 The Others Minded Steward|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0715-1Cor4.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0715-1Cor4.mp3">Download</a><br />Title: The Others Minded Steward<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 4<br />Preached by: Pastor Ken Davis<br /></span>|2012-07-15 06:00:00|2012-07-15 22:47:11
7/22/12 Don't Go Beyond What Is Written|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0722-1Cor4.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0722-1Cor4.mp3">Download</a><br />Title: Don't Go Beyond What Is Written<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 4<br />Preached by: Pastor Ken Davis<br /></span>|2012-07-22 06:00:00|2012-07-22 20:45:08
7/29/12 Judge Yourself|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0729-1Cor5.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0729-1Cor5.mp3" target="_blank">Download</a><br />Title: Judge Yourself<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 5<br />Preached by: Pastor Ken Davis<br /></span>|2012-07-29 06:00:00|2012-07-29 18:10:16
8/5/12 Count Others More Important|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0805-1Cor6.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0805-1Cor6.mp3" target="_blank">Download</a><br />Title: Count Others More Important<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 6<br />Preached by: Pastor Ken Davis<br /></span>|2012-08-05 06:00:00|2012-08-05 22:47:55
8/12/12 Washed, Sanctified, Justified|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0812-1Cor6.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0812-1Cor6.mp3" target="_blank">Download</a><br />Title: Washed, Sanctified, Justified<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 6<br />Preached by: Pastor Ken Davis<br /></span>|2012-08-12 06:00:00|2012-08-12 22:29:22
8/19/12 The Body Is For The Lord|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0819-1Cor6.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0819-1Cor6.mp3">Download</a><br />Title: The Body Is For The Lord<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 6<br />Preached by: Pastor Ken Davis<br /></span>|2012-08-19 06:00:00|2012-08-19 21:22:50
8/26/12 You Are Not Your Own|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0826-1Cor7.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0826-1Cor7.mp3">Download</a><br />Title: You Are Not You Own<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 7<br />Preached by: Pastor Ken Davis<br /></span>|2012-08-26 06:00:00|2012-08-26 21:11:09
9/2/12 Living For God In Every Circumstance|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0902-1Cor7.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0902-1Cor7.mp3" target="_blank">Download</a><br />Title: Living For God In Every Circumstance<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 7<br />Preached by: Pastor Ken Davis<br /></span>|2012-09-02 06:00:00|2012-09-02 18:40:49
12/23/2012 Immanuel|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/1223-1Cor15.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/1223-1Cor15.mp3" target="_blank">Download</a><br />Title: Immanuel<br /><span>Main passage: 1 Corinthians 15<br />Preached by: Pastor Ken Davis<br /></span>|2012-12-23 06:00:00|2012-12-24 01:23:59
9/9/2012 Love Above Liberty|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0909-1Cor8.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0909-1Cor8.mp3" target="_blank">Download</a><br />Title: Love Above Liberty <br /><span style="font-family: georgia, 'times new roman', times, serif; ">Main passage: 1 Corinthians 8<br />Preached by: Pastor Ken Davis<br /></span>|2012-09-09 06:00:00|2012-09-09 18:00:43
9/16/2012 Love Above Liberty - Part II|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0916-1Cor9.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0916-1Cor9.mp3">Download</a><br />Title: Love Above Liberty - Part II<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 9<br />Preached by: Pastor Ken Davis<br /></span>|2012-09-16 06:00:00|2012-09-16 17:47:48
9/23/2012 Love Above Liberty - Part III|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0923-1Cor9.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/0923-1Cor9.mp3" target="_blank">Download</a><br />Title: Love Above Liberty - Part III<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 9<br />Preached by: Pastor Ken Davis<br /></span>|2012-09-23 06:00:00|2012-09-23 17:44:16
9/30/2012 Love Above Liberty - Part IV|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/0930-1Cor10.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/0930-1Cor10.mp3">Download</a><br />Title: Love Above Liberty - Part IV<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 10<br />Preached by: Pastor Ken Davis<br /></span>|2012-09-30 06:00:00|2012-10-08 01:27:32
10/7/2012 Don't Get Lost In The Translation|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/1007-1Cor11.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2012/1007-1Cor11.mp3">Download</a><br />Title: Don't Get Lost In The Translation<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 11<br />Preached by: Pastor Ken Davis<br /></span>|2012-10-07 06:00:00|2012-10-08 01:26:36
10/14/2012 Are we Discerning The Body|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/1014-1Cor11.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/1014-1Cor11.mp3" target="_blank">Download</a><br />Title: Are We Discerning The Body?<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 11<br />Preached by: Pastor Ken Davis<br /></span>|2012-10-14 06:00:00|2012-10-14 21:30:21
10/21/2012 Don't Be Ignorant|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2012/1021-1Cor12.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2012/1021-1Cor12.mp3" target="_blank">Download</a><br />Title: Don't Be Ignorant<br /><span style="font-family: georgia,'times new roman',times,serif;">Main passage: 1 Corinthians 12<br />Preached by: Pastor Ken Davis<br /></span>|2012-10-21 06:00:00|2012-10-29 00:22:52
